ID,ID_ESTABELECIMENTO_ORIGINAL,TIPO_ESTABELECIMENTO,NOME,HORA_ABERTURA,HORA_FECHAMENTO,CEP,RUA,BAIRRO,ESTADO,COMPLEMENTO,DATE_FROM,DATE_TO,VERSION
2250,4393,Mercado,Hardee's,0 days 07:00:00,0 days 16:00:00,95720621,rua 4546,bairro 4546,estado 4546,complemento 4546,1970-01-01 00:00:00,2038-01-01,1
2251,4439,Mercado,Andy's Frozen Custard,0 days 07:00:00,0 days 16:00:00,80501703,rua 1466,bairro 1466,estado 1466,complemento 1466,1970-01-01 00:00:00,2038-01-01,1
2252,4493,Mercado,Wendys,0 days 07:00:00,0 days 16:00:00,68100203,rua 1326,bairro 1326,estado 1326,complemento 1326,1970-01-01 00:00:00,2038-01-01,1
2253,4681,Mercado,McDonalds,0 days 07:00:00,0 days 16:00:00,84769030,rua 3550,bairro 3550,estado 3550,complemento 3550,1970-01-01 00:00:00,2038-01-01,1
2254,4707,Mercado,McDonalds,0 days 07:00:00,0 days 16:00:00,22457423,rua 1842,bairro 1842,estado 1842,complemento 1842,1970-01-01 00:00:00,2038-01-01,1
2255,4713,Mercado,McDonalds,0 days 07:00:00,0 days 16:00:00,10304691,rua 697,bairro 697,estado 697,complemento 697,1970-01-01 00:00:00,2038-01-01,1
2256,4785,Mercado,Burger King,0 days 07:00:00,0 days 16:00:00,87178712,rua 2646,bairro 2646,estado 2646,complemento 2646,1970-01-01 00:00:00,2038-01-01,1
2257,4808,Mercado,Jasons Deli,0 days 07:00:00,0 days 16:00:00,73319854,rua 2371,bairro 2371,estado 2371,complemento 2371,1970-01-01 00:00:00,2038-01-01,1
2258,4920,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,98131332,rua 2290,bairro 2290,estado 2290,complemento 2290,1970-01-01 00:00:00,2038-01-01,1
2259,5002,Mercado,KFC,0 days 07:00:00,0 days 16:00:00,15837925,rua 3064,bairro 3064,estado 3064,complemento 3064,1970-01-01 00:00:00,2038-01-01,1
2260,5027,Mercado,Pizza Hut,0 days 07:00:00,0 days 16:00:00,18481224,rua 3883,bairro 3883,estado 3883,complemento 3883,1970-01-01 00:00:00,2038-01-01,1
2261,5100,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,27767759,rua 3192,bairro 3192,estado 3192,complemento 3192,1970-01-01 00:00:00,2038-01-01,1
2262,5146,Mercado,KFC,0 days 07:00:00,0 days 16:00:00,14406597,rua 3816,bairro 3816,estado 3816,complemento 3816,1970-01-01 00:00:00,2038-01-01,1
2263,5150,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,578977,rua 3024,bairro 3024,estado 3024,complemento 3024,1970-01-01 00:00:00,2038-01-01,1
2264,5225,Mercado,Chick-Fil-A,0 days 07:00:00,0 days 16:00:00,4631102,rua 307,bairro 307,estado 307,complemento 307,1970-01-01 00:00:00,2038-01-01,1
2265,5249,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,5534636,rua 3628,bairro 3628,estado 3628,complemento 3628,1970-01-01 00:00:00,2038-01-01,1
2266,5252,Mercado,KFC,0 days 07:00:00,0 days 16:00:00,16271872,rua 487,bairro 487,estado 487,complemento 487,1970-01-01 00:00:00,2038-01-01,1
2267,5433,Mercado,McDonald's,0 days 07:00:00,0 days 16:00:00,20338752,rua 654,bairro 654,estado 654,complemento 654,1970-01-01 00:00:00,2038-01-01,1
2268,5482,Mercado,Cook Out,0 days 07:00:00,0 days 16:00:00,78035447,rua 3710,bairro 3710,estado 3710,complemento 3710,1970-01-01 00:00:00,2038-01-01,1
2269,5503,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,72466116,rua 769,bairro 769,estado 769,complemento 769,1970-01-01 00:00:00,2038-01-01,1
2270,5696,Mercado,Mr Hero,0 days 07:00:00,0 days 16:00:00,41671655,rua 1816,bairro 1816,estado 1816,complemento 1816,1970-01-01 00:00:00,2038-01-01,1
2271,5741,Mercado,Taco Bell,0 days 07:00:00,0 days 16:00:00,47762612,rua 2012,bairro 2012,estado 2012,complemento 2012,1970-01-01 00:00:00,2038-01-01,1
2272,5775,Mercado,Wendys,0 days 07:00:00,0 days 16:00:00,51114654,rua 3987,bairro 3987,estado 3987,complemento 3987,1970-01-01 00:00:00,2038-01-01,1
2273,5876,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,43978787,rua 2363,bairro 2363,estado 2363,complemento 2363,1970-01-01 00:00:00,2038-01-01,1
2274,6121,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,54550227,rua 1448,bairro 1448,estado 1448,complemento 1448,1970-01-01 00:00:00,2038-01-01,1
2275,6319,Mercado,Press Club (The),0 days 07:00:00,0 days 16:00:00,80198418,rua 1867,bairro 1867,estado 1867,complemento 1867,1970-01-01 00:00:00,2038-01-01,1
2276,6361,Mercado,Killer Burgers,0 days 07:00:00,0 days 16:00:00,35390600,rua 2028,bairro 2028,estado 2028,complemento 2028,1970-01-01 00:00:00,2038-01-01,1
2277,6367,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,43077207,rua 1821,bairro 1821,estado 1821,complemento 1821,1970-01-01 00:00:00,2038-01-01,1
2278,6568,Mercado,Panera Bread,0 days 07:00:00,0 days 16:00:00,12420497,rua 727,bairro 727,estado 727,complemento 727,1970-01-01 00:00:00,2038-01-01,1
2279,6622,Mercado,Penn Station East Coast Subs,0 days 07:00:00,0 days 16:00:00,95383885,rua 1397,bairro 1397,estado 1397,complemento 1397,1970-01-01 00:00:00,2038-01-01,1
2280,6664,Mercado,Dairy Queen,0 days 07:00:00,0 days 16:00:00,51848497,rua 3967,bairro 3967,estado 3967,complemento 3967,1970-01-01 00:00:00,2038-01-01,1
2281,6751,Mercado,Hardees,0 days 07:00:00,0 days 16:00:00,78594316,rua 3982,bairro 3982,estado 3982,complemento 3982,1970-01-01 00:00:00,2038-01-01,1
2282,6858,Mercado,Jimmy John's,0 days 07:00:00,0 days 16:00:00,78696340,rua 1886,bairro 1886,estado 1886,complemento 1886,1970-01-01 00:00:00,2038-01-01,1
2283,6892,Mercado,McDonald's,0 days 07:00:00,0 days 16:00:00,40146854,rua 4846,bairro 4846,estado 4846,complemento 4846,1970-01-01 00:00:00,2038-01-01,1
2284,7008,Mercado,Waffle House,0 days 07:00:00,0 days 16:00:00,42878176,rua 4009,bairro 4009,estado 4009,complemento 4009,1970-01-01 00:00:00,2038-01-01,1
2285,7029,Mercado,Jack in the Box,0 days 07:00:00,0 days 16:00:00,67868518,rua 2418,bairro 2418,estado 2418,complemento 2418,1970-01-01 00:00:00,2038-01-01,1
2286,7076,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,20515433,rua 3178,bairro 3178,estado 3178,complemento 3178,1970-01-01 00:00:00,2038-01-01,1
2287,7116,Mercado,Cook Out,0 days 07:00:00,0 days 16:00:00,45143325,rua 4615,bairro 4615,estado 4615,complemento 4615,1970-01-01 00:00:00,2038-01-01,1
2288,7117,Mercado,Chick-Fil-A,0 days 07:00:00,0 days 16:00:00,74857105,rua 1675,bairro 1675,estado 1675,complemento 1675,1970-01-01 00:00:00,2038-01-01,1
2289,7147,Mercado,Wendy's,0 days 07:00:00,0 days 16:00:00,11193208,rua 648,bairro 648,estado 648,complemento 648,1970-01-01 00:00:00,2038-01-01,1
2290,7214,Mercado,Jack in the Box,0 days 07:00:00,0 days 16:00:00,29916245,rua 765,bairro 765,estado 765,complemento 765,1970-01-01 00:00:00,2038-01-01,1
2291,7258,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,45444564,rua 2685,bairro 2685,estado 2685,complemento 2685,1970-01-01 00:00:00,2038-01-01,1
2292,7331,Mercado,Mr GS Coffee Shop,0 days 07:00:00,0 days 16:00:00,19130863,rua 1617,bairro 1617,estado 1617,complemento 1617,1970-01-01 00:00:00,2038-01-01,1
2293,7352,Mercado,Domino's Pizza,0 days 07:00:00,0 days 16:00:00,43461058,rua 3843,bairro 3843,estado 3843,complemento 3843,1970-01-01 00:00:00,2038-01-01,1
2294,7394,Mercado,Emma Key's,0 days 07:00:00,0 days 16:00:00,87259705,rua 943,bairro 943,estado 943,complemento 943,1970-01-01 00:00:00,2038-01-01,1
2295,7409,Mercado,McDonald's,0 days 07:00:00,0 days 16:00:00,25539308,rua 3884,bairro 3884,estado 3884,complemento 3884,1970-01-01 00:00:00,2038-01-01,1
2296,7529,Mercado,Sajj,0 days 07:00:00,0 days 16:00:00,15484143,rua 2013,bairro 2013,estado 2013,complemento 2013,1970-01-01 00:00:00,2038-01-01,1
2297,7778,Mercado,Jean Kays Pasties,0 days 07:00:00,0 days 16:00:00,75883728,rua 1746,bairro 1746,estado 1746,complemento 1746,1970-01-01 00:00:00,2038-01-01,1
2298,7839,Mercado,Lee's Famous Recipe Chicken,0 days 07:00:00,0 days 16:00:00,63107398,rua 1141,bairro 1141,estado 1141,complemento 1141,1970-01-01 00:00:00,2038-01-01,1
2299,7858,Mercado,Hardee's,0 days 07:00:00,0 days 16:00:00,89101456,rua 632,bairro 632,estado 632,complemento 632,1970-01-01 00:00:00,2038-01-01,1
2300,7881,Mercado,Hardee's,0 days 07:00:00,0 days 16:00:00,59278275,rua 2551,bairro 2551,estado 2551,complemento 2551,1970-01-01 00:00:00,2038-01-01,1
2301,7882,Mercado,Domino's Pizza,0 days 07:00:00,0 days 16:00:00,97502642,rua 4019,bairro 4019,estado 4019,complemento 4019,1970-01-01 00:00:00,2038-01-01,1
2302,7914,Mercado,Szechuan Restaurant,0 days 07:00:00,0 days 16:00:00,5401924,rua 811,bairro 811,estado 811,complemento 811,1970-01-01 00:00:00,2038-01-01,1
2303,7968,Mercado,Wendy's,0 days 07:00:00,0 days 16:00:00,56389115,rua 2273,bairro 2273,estado 2273,complemento 2273,1970-01-01 00:00:00,2038-01-01,1
2304,7986,Mercado,Dairy Queen Grill Chill,0 days 07:00:00,0 days 16:00:00,31811336,rua 4054,bairro 4054,estado 4054,complemento 4054,1970-01-01 00:00:00,2038-01-01,1
2305,8150,Mercado,Domino's Pizza,0 days 07:00:00,0 days 16:00:00,97364190,rua 2143,bairro 2143,estado 2143,complemento 2143,1970-01-01 00:00:00,2038-01-01,1
2306,8225,Mercado,Jack's Family Restaurants,0 days 07:00:00,0 days 16:00:00,15020713,rua 440,bairro 440,estado 440,complemento 440,1970-01-01 00:00:00,2038-01-01,1
2307,8247,Mercado,Wendy's,0 days 07:00:00,0 days 16:00:00,60349750,rua 2733,bairro 2733,estado 2733,complemento 2733,1970-01-01 00:00:00,2038-01-01,1
2308,8274,Mercado,Kfc,0 days 07:00:00,0 days 16:00:00,59881270,rua 2417,bairro 2417,estado 2417,complemento 2417,1970-01-01 00:00:00,2038-01-01,1
2309,8342,Mercado,Five Guys Burgers Fries,0 days 07:00:00,0 days 16:00:00,51651423,rua 3606,bairro 3606,estado 3606,complemento 3606,1970-01-01 00:00:00,2038-01-01,1
2310,8354,Mercado,McDonald's,0 days 07:00:00,0 days 16:00:00,96189543,rua 4093,bairro 4093,estado 4093,complemento 4093,1970-01-01 00:00:00,2038-01-01,1
2311,8655,Mercado,Taco Bell,0 days 07:00:00,0 days 16:00:00,71074013,rua 1221,bairro 1221,estado 1221,complemento 1221,1970-01-01 00:00:00,2038-01-01,1
2312,8858,Mercado,Arby's,0 days 07:00:00,0 days 16:00:00,4168431,rua 2663,bairro 2663,estado 2663,complemento 2663,1970-01-01 00:00:00,2038-01-01,1
2313,8872,Mercado,Culver's,0 days 07:00:00,0 days 16:00:00,36386116,rua 2803,bairro 2803,estado 2803,complemento 2803,1970-01-01 00:00:00,2038-01-01,1
2314,8887,Mercado,King Neptune's Seafood Restaurant,0 days 07:00:00,0 days 16:00:00,44788378,rua 1530,bairro 1530,estado 1530,complemento 1530,1970-01-01 00:00:00,2038-01-01,1
2315,8898,Mercado,Dairy Queen,0 days 07:00:00,0 days 16:00:00,87963125,rua 519,bairro 519,estado 519,complemento 519,1970-01-01 00:00:00,2038-01-01,1
2316,8919,Mercado,SONIC Drive-In,0 days 07:00:00,0 days 16:00:00,89407184,rua 1552,bairro 1552,estado 1552,complemento 1552,1970-01-01 00:00:00,2038-01-01,1
2317,8983,Mercado,Pizza Hut,0 days 07:00:00,0 days 16:00:00,76236634,rua 4744,bairro 4744,estado 4744,complemento 4744,1970-01-01 00:00:00,2038-01-01,1
2318,8995,Mercado,Burger King,0 days 07:00:00,0 days 16:00:00,6258323,rua 2456,bairro 2456,estado 2456,complemento 2456,1970-01-01 00:00:00,2038-01-01,1
2319,9177,Mercado,Fatt Chicks Burgers,0 days 07:00:00,0 days 16:00:00,14351197,rua 3667,bairro 3667,estado 3667,complemento 3667,1970-01-01 00:00:00,2038-01-01,1
2320,9203,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,97872847,rua 4038,bairro 4038,estado 4038,complemento 4038,1970-01-01 00:00:00,2038-01-01,1
2321,9229,Mercado,Taco Bell,0 days 07:00:00,0 days 16:00:00,98301306,rua 4578,bairro 4578,estado 4578,complemento 4578,1970-01-01 00:00:00,2038-01-01,1
2322,9251,Mercado,Sonic Drive-In,0 days 07:00:00,0 days 16:00:00,90938623,rua 1384,bairro 1384,estado 1384,complemento 1384,1970-01-01 00:00:00,2038-01-01,1
2323,9298,Mercado,Subway,0 days 07:00:00,0 days 16:00:00,6496204,rua 1521,bairro 1521,estado 1521,complemento 1521,1970-01-01 00:00:00,2038-01-01,1
2324,9406,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,3836567,rua 1940,bairro 1940,estado 1940,complemento 1940,1970-01-01 00:00:00,2038-01-01,1
2325,9481,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,13632053,rua 76,bairro 76,estado 76,complemento 76,1970-01-01 00:00:00,2038-01-01,1
2326,9592,Mercado,KFC,0 days 07:00:00,0 days 16:00:00,85504378,rua 263,bairro 263,estado 263,complemento 263,1970-01-01 00:00:00,2038-01-01,1
2327,9778,Mercado,Taco Bell,0 days 07:00:00,0 days 16:00:00,82487121,rua 4336,bairro 4336,estado 4336,complemento 4336,1970-01-01 00:00:00,2038-01-01,1
2328,9816,Mercado,Jimmy John's,0 days 07:00:00,0 days 16:00:00,52181407,rua 2770,bairro 2770,estado 2770,complemento 2770,1970-01-01 00:00:00,2038-01-01,1
2329,9847,Mercado,Burger King,0 days 07:00:00,0 days 16:00:00,57832333,rua 3144,bairro 3144,estado 3144,complemento 3144,1970-01-01 00:00:00,2038-01-01,1
2330,9862,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,42863535,rua 2567,bairro 2567,estado 2567,complemento 2567,1970-01-01 00:00:00,2038-01-01,1
2331,9937,Mercado,Wendy's,0 days 07:00:00,0 days 16:00:00,96721724,rua 2421,bairro 2421,estado 2421,complemento 2421,1970-01-01 00:00:00,2038-01-01,1
2332,9946,Mercado,Waffle House,0 days 07:00:00,0 days 16:00:00,57202282,rua 2059,bairro 2059,estado 2059,complemento 2059,1970-01-01 00:00:00,2038-01-01,1
2333,9951,Mercado,SUBWAY,0 days 07:00:00,0 days 16:00:00,85711635,rua 1440,bairro 1440,estado 1440,complemento 1440,1970-01-01 00:00:00,2038-01-01,1
2334,37,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,33429360,rua 1570,bairro 1570,estado 1570,complemento 1570,1970-01-01 00:00:00,2038-01-01,1
2335,62,Restaurante,Alfonso's Pizza Italian Restaurant,0 days 10:30:00,0 days 19:30:00,47488980,rua 2630,bairro 2630,estado 2630,complemento 2630,1970-01-01 00:00:00,2038-01-01,1
2336,291,Restaurante,Subway,0 days 10:30:00,0 days 19:30:00,70071201,rua 2832,bairro 2832,estado 2832,complemento 2832,1970-01-01 00:00:00,2038-01-01,1
2337,331,Restaurante,SUBWAY,0 days 10:30:00,0 days 19:30:00,42973816,rua 2357,bairro 2357,estado 2357,complemento 2357,1970-01-01 00:00:00,2038-01-01,1
2338,530,Restaurante,McDonald's,0 days 10:30:00,0 days 19:30:00,73923240,rua 4265,bairro 4265,estado 4265,complemento 4265,1970-01-01 00:00:00,2038-01-01,1
2339,565,Restaurante,Subway,0 days 10:30:00,0 days 19:30:00,22397536,rua 196,bairro 196,estado 196,complemento 196,1970-01-01 00:00:00,2038-01-01,1
2340,585,Restaurante,Dairy Queen,0 days 10:30:00,0 days 19:30:00,79935323,rua 3996,bairro 3996,estado 3996,complemento 3996,1970-01-01 00:00:00,2038-01-01,1
2341,672,Restaurante,Moe's Southwest Grill,0 days 10:30:00,0 days 19:30:00,47406758,rua 4107,bairro 4107,estado 4107,complemento 4107,1970-01-01 00:00:00,2038-01-01,1
2342,871,Restaurante,Del Vecchios,0 days 10:30:00,0 days 19:30:00,34360062,rua 1907,bairro 1907,estado 1907,complemento 1907,1970-01-01 00:00:00,2038-01-01,1
2343,884,Restaurante,Panera Bread,0 days 10:30:00,0 days 19:30:00,60596899,rua 717,bairro 717,estado 717,complemento 717,1970-01-01 00:00:00,2038-01-01,1
2344,926,Restaurante,QDOBA Mexican Eats,0 days 10:30:00,0 days 19:30:00,69999471,rua 4270,bairro 4270,estado 4270,complemento 4270,1970-01-01 00:00:00,2038-01-01,1
2345,1020,Restaurante,Get Some Pizza,0 days 10:30:00,0 days 19:30:00,20624909,rua 1650,bairro 1650,estado 1650,complemento 1650,1970-01-01 00:00:00,2038-01-01,1
2346,1093,Restaurante,Ray's Drive In Restaurant,0 days 10:30:00,0 days 19:30:00,39348294,rua 4886,bairro 4886,estado 4886,complemento 4886,1970-01-01 00:00:00,2038-01-01,1
2347,1130,Restaurante,Tokyo Seoul,0 days 10:30:00,0 days 19:30:00,61068504,rua 3529,bairro 3529,estado 3529,complemento 3529,1970-01-01 00:00:00,2038-01-01,1
2348,1282,Restaurante,McDonald's,0 days 10:30:00,0 days 19:30:00,33196054,rua 462,bairro 462,estado 462,complemento 462,1970-01-01 00:00:00,2038-01-01,1
2349,1342,Restaurante,QDOBA Mexican Eats,0 days 10:30:00,0 days 19:30:00,45979704,rua 926,bairro 926,estado 926,complemento 926,1970-01-01 00:00:00,2038-01-01,1
2350,1404,Restaurante,Mcalister's Deli,0 days 10:30:00,0 days 19:30:00,67185997,rua 3997,bairro 3997,estado 3997,complemento 3997,1970-01-01 00:00:00,2038-01-01,1
2351,1415,Restaurante,Jack in the Box,0 days 10:30:00,0 days 19:30:00,45465997,rua 2266,bairro 2266,estado 2266,complemento 2266,1970-01-01 00:00:00,2038-01-01,1
2352,1418,Restaurante,Domino's Pizza,0 days 10:30:00,0 days 19:30:00,19029811,rua 480,bairro 480,estado 480,complemento 480,1970-01-01 00:00:00,2038-01-01,1
2353,1443,Restaurante,Saigon Noodle House,0 days 10:30:00,0 days 19:30:00,51505828,rua 3831,bairro 3831,estado 3831,complemento 3831,1970-01-01 00:00:00,2038-01-01,1
2354,1519,Restaurante,Sonic Drive-In,0 days 10:30:00,0 days 19:30:00,20551736,rua 1719,bairro 1719,estado 1719,complemento 1719,1970-01-01 00:00:00,2038-01-01,1
2355,1593,Restaurante,McDonald's,0 days 10:30:00,0 days 19:30:00,59551158,rua 4142,bairro 4142,estado 4142,complemento 4142,1970-01-01 00:00:00,2038-01-01,1
2356,1718,Restaurante,Thrasher's French Fries,0 days 10:30:00,0 days 19:30:00,61411093,rua 4967,bairro 4967,estado 4967,complemento 4967,1970-01-01 00:00:00,2038-01-01,1
2357,1785,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,31073763,rua 914,bairro 914,estado 914,complemento 914,1970-01-01 00:00:00,2038-01-01,1
2358,1917,Restaurante,Jack in the Box,0 days 10:30:00,0 days 19:30:00,72638282,rua 2707,bairro 2707,estado 2707,complemento 2707,1970-01-01 00:00:00,2038-01-01,1
2359,1960,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,5069428,rua 3122,bairro 3122,estado 3122,complemento 3122,1970-01-01 00:00:00,2038-01-01,1
2360,2223,Restaurante,Jimmy John's,0 days 10:30:00,0 days 19:30:00,83811559,rua 988,bairro 988,estado 988,complemento 988,1970-01-01 00:00:00,2038-01-01,1
2361,2274,Restaurante,Wingstop,0 days 10:30:00,0 days 19:30:00,93438072,rua 400,bairro 400,estado 400,complemento 400,1970-01-01 00:00:00,2038-01-01,1
2362,2566,Restaurante,Jimmy John's,0 days 10:30:00,0 days 19:30:00,14678870,rua 4762,bairro 4762,estado 4762,complemento 4762,1970-01-01 00:00:00,2038-01-01,1
2363,2582,Restaurante,McDonald's,0 days 10:30:00,0 days 19:30:00,40000285,rua 1537,bairro 1537,estado 1537,complemento 1537,1970-01-01 00:00:00,2038-01-01,1
2364,2652,Restaurante,Taco Bueno,0 days 10:30:00,0 days 19:30:00,980532,rua 4664,bairro 4664,estado 4664,complemento 4664,1970-01-01 00:00:00,2038-01-01,1
2365,2813,Restaurante,Missouri Hick Barbeque,0 days 10:30:00,0 days 19:30:00,37689080,rua 3650,bairro 3650,estado 3650,complemento 3650,1970-01-01 00:00:00,2038-01-01,1
2366,2857,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,97872847,rua 4038,bairro 4038,estado 4038,complemento 4038,1970-01-01 00:00:00,2038-01-01,1
2367,2922,Restaurante,Peking Chinese Restaurants,0 days 10:30:00,0 days 19:30:00,9516405,rua 1682,bairro 1682,estado 1682,complemento 1682,1970-01-01 00:00:00,2038-01-01,1
2368,2942,Restaurante,Manila Sunset,0 days 10:30:00,0 days 19:30:00,96431309,rua 987,bairro 987,estado 987,complemento 987,1970-01-01 00:00:00,2038-01-01,1
2369,2973,Restaurante,SONIC Drive-In,0 days 10:30:00,0 days 19:30:00,48684915,rua 1571,bairro 1571,estado 1571,complemento 1571,1970-01-01 00:00:00,2038-01-01,1
2370,2985,Restaurante,Dairy Queen,0 days 10:30:00,0 days 19:30:00,481898,rua 4426,bairro 4426,estado 4426,complemento 4426,1970-01-01 00:00:00,2038-01-01,1
2371,3004,Restaurante,SUBWAY,0 days 10:30:00,0 days 19:30:00,59034069,rua 3821,bairro 3821,estado 3821,complemento 3821,1970-01-01 00:00:00,2038-01-01,1
2372,3108,Restaurante,SUBWAY,0 days 10:30:00,0 days 19:30:00,1318358,rua 2741,bairro 2741,estado 2741,complemento 2741,1970-01-01 00:00:00,2038-01-01,1
2373,3134,Restaurante,AW All-American Food,0 days 10:30:00,0 days 19:30:00,99641439,rua 3676,bairro 3676,estado 3676,complemento 3676,1970-01-01 00:00:00,2038-01-01,1
2374,3205,Restaurante,Subway,0 days 10:30:00,0 days 19:30:00,69875003,rua 3293,bairro 3293,estado 3293,complemento 3293,1970-01-01 00:00:00,2038-01-01,1
2375,3279,Restaurante,Wendys,0 days 10:30:00,0 days 19:30:00,8583462,rua 1938,bairro 1938,estado 1938,complemento 1938,1970-01-01 00:00:00,2038-01-01,1
2376,3384,Restaurante,Taco Bell,0 days 10:30:00,0 days 19:30:00,76919009,rua 1542,bairro 1542,estado 1542,complemento 1542,1970-01-01 00:00:00,2038-01-01,1
2377,3386,Restaurante,Waffle House,0 days 10:30:00,0 days 19:30:00,81708675,rua 3835,bairro 3835,estado 3835,complemento 3835,1970-01-01 00:00:00,2038-01-01,1
2378,3452,Restaurante,Big Boy's Burgers and Shakes,0 days 10:30:00,0 days 19:30:00,1763764,rua 3429,bairro 3429,estado 3429,complemento 3429,1970-01-01 00:00:00,2038-01-01,1
2379,3522,Restaurante,Arby's,0 days 10:30:00,0 days 19:30:00,87113332,rua 377,bairro 377,estado 377,complemento 377,1970-01-01 00:00:00,2038-01-01,1
2380,3569,Restaurante,Taco Bell,0 days 10:30:00,0 days 19:30:00,67389897,rua 4114,bairro 4114,estado 4114,complemento 4114,1970-01-01 00:00:00,2038-01-01,1
2381,3583,Restaurante,Wendys,0 days 10:30:00,0 days 19:30:00,66213540,rua 846,bairro 846,estado 846,complemento 846,1970-01-01 00:00:00,2038-01-01,1
2382,3645,Restaurante,Oriental Inn,0 days 10:30:00,0 days 19:30:00,3976333,rua 370,bairro 370,estado 370,complemento 370,1970-01-01 00:00:00,2038-01-01,1
2383,3694,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,6420359,rua 2245,bairro 2245,estado 2245,complemento 2245,1970-01-01 00:00:00,2038-01-01,1
2384,3740,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,64216779,rua 1422,bairro 1422,estado 1422,complemento 1422,1970-01-01 00:00:00,2038-01-01,1
2385,3750,Restaurante,Jack in the Box,0 days 10:30:00,0 days 19:30:00,26424316,rua 3422,bairro 3422,estado 3422,complemento 3422,1970-01-01 00:00:00,2038-01-01,1
2386,3962,Restaurante,Subway,0 days 10:30:00,0 days 19:30:00,23335443,rua 3249,bairro 3249,estado 3249,complemento 3249,1970-01-01 00:00:00,2038-01-01,1
2387,3985,Restaurante,Chipotle Mexican Grill,0 days 10:30:00,0 days 19:30:00,69195989,rua 4910,bairro 4910,estado 4910,complemento 4910,1970-01-01 00:00:00,2038-01-01,1
2388,4014,Restaurante,Krystal,0 days 10:30:00,0 days 19:30:00,19789298,rua 1264,bairro 1264,estado 1264,complemento 1264,1970-01-01 00:00:00,2038-01-01,1
2389,4016,Restaurante,Pizza Hut,0 days 10:30:00,0 days 19:30:00,39668136,rua 1303,bairro 1303,estado 1303,complemento 1303,1970-01-01 00:00:00,2038-01-01,1
2390,4082,Restaurante,Arby's,0 days 10:30:00,0 days 19:30:00,97093014,rua 2042,bairro 2042,estado 2042,complemento 2042,1970-01-01 00:00:00,2038-01-01,1
2391,4141,Restaurante,Arby's,0 days 10:30:00,0 days 19:30:00,52483377,rua 3566,bairro 3566,estado 3566,complemento 3566,1970-01-01 00:00:00,2038-01-01,1
2392,4170,Restaurante,Sonic Drive-In,0 days 10:30:00,0 days 19:30:00,34829022,rua 2504,bairro 2504,estado 2504,complemento 2504,1970-01-01 00:00:00,2038-01-01,1
2393,4224,Restaurante,Arby's,0 days 10:30:00,0 days 19:30:00,84889903,rua 4257,bairro 4257,estado 4257,complemento 4257,1970-01-01 00:00:00,2038-01-01,1
2394,4243,Restaurante,Arby's,0 days 10:30:00,0 days 19:30:00,70319350,rua 1073,bairro 1073,estado 1073,complemento 1073,1970-01-01 00:00:00,2038-01-01,1
2395,4252,Restaurante,KFC,0 days 10:30:00,0 days 19:30:00,78567884,rua 4383,bairro 4383,estado 4383,complemento 4383,1970-01-01 00:00:00,2038-01-01,1
2396,4339,Restaurante,Big Apple Bagels,0 days 10:30:00,0 days 19:30:00,57490483,rua 2788,bairro 2788,estado 2788,complemento 2788,1970-01-01 00:00:00,2038-01-01,1
2397,4369,Restaurante,Panda Express,0 days 10:30:00,0 days 19:30:00,42396387,rua 46,bairro 46,estado 46,complemento 46,1970-01-01 00:00:00,2038-01-01,1
2398,4371,Restaurante,Panda Express,0 days 10:30:00,0 days 19:30:00,16635479,rua 244,bairro 244,estado 244,complemento 244,1970-01-01 00:00:00,2038-01-01,1
2399,4373,Restaurante,Panda Express - Inside Vons + Inside Vons +,0 days 10:30:00,0 days 19:30:00,24387880,rua 1923,bairro 1923,estado 1923,complemento 1923,1970-01-01 00:00:00,2038-01-01,1
2400,4379,Restaurante,Panda Express,0 days 10:30:00,0 days 19:30:00,85784538,rua 4935,bairro 4935,estado 4935,complemento 4935,1970-01-01 00:00:00,2038-01-01,1
2401,4457,Restaurante,SUBWAY,0 days 10:30:00,0 days 19:30:00,78327062,rua 840,bairro 840,estado 840,complemento 840,1970-01-01 00:00:00,2038-01-01,1
2402,4552,Restaurante,Hi Rise Bakery,0 days 10:30:00,0 days 19:30:00,41613315,rua 4184,bairro 4184,estado 4184,complemento 4184,1970-01-01 00:00:00,2038-01-01,1
