Alimento_ID,DATA_ID,ESTABELECIMENTO_ID,CARBOIDRATO,GORDURA_SATURADA,GORDURA_INSATURADA,LACTOSE,PROTEINA
1457,198,1304,16,6,3,15,0
1459,86,5096,17,8,2,14,20
1459,2620,7654,17,8,2,14,20
1459,3017,1301,17,8,2,14,20
1461,1167,3117,12,7,2,13,12
1461,3076,7150,12,7,2,13,12
1464,5121,3575,15,7,1,4,7
1466,16,5640,3,4,8,12,7
1468,5735,668,13,7,9,13,10
1469,657,2301,1,5,0,3,0
1471,3808,4139,17,9,5,11,13
1471,5578,1752,17,9,5,11,13
1471,6657,8825,17,9,5,11,13
1472,1356,7035,12,5,4,14,9
1475,539,8225,13,6,2,4,14
1475,970,5775,13,6,2,4,14
1477,1745,1273,19,7,5,5,14
1479,343,5970,16,9,2,8,2
1479,3339,589,16,9,2,8,2
1480,3002,4230,13,1,2,2,20
1481,831,6404,2,7,0,4,12
1481,3223,9044,2,7,0,4,12
1482,105,8683,7,10,7,7,1
1482,905,6761,7,10,7,7,1
1482,1710,4579,7,10,7,7,1
1482,3074,8044,7,10,7,7,1
1483,2603,1533,20,5,8,2,5
1483,4696,164,20,5,8,2,5
1483,6893,3366,20,5,8,2,5
1484,979,7568,18,7,1,1,4
1484,2843,3359,18,7,1,1,4
1484,3694,6414,18,7,1,1,4
1484,3800,8058,18,7,1,1,4
1485,4963,596,2,7,1,13,17
1486,2904,3079,15,6,9,2,18
1486,3998,840,15,6,9,2,18
1486,5825,7745,15,6,9,2,18
1487,932,6740,5,3,8,2,15
1487,2771,3947,5,3,8,2,15
1487,4336,6874,5,3,8,2,15
1490,5680,7674,10,1,8,12,7
1490,6690,9568,10,1,8,12,7
1491,4213,2805,5,6,5,10,10
1492,16,2938,16,3,0,3,0
1496,4907,1183,18,3,1,9,16
1497,48,9947,1,0,1,13,9
1498,641,4974,7,6,0,5,11
1498,2343,8243,7,6,0,5,11
1498,5730,5595,7,6,0,5,11
1500,3237,1324,15,9,10,2,5
1500,5252,5856,15,9,10,2,5
1501,3396,462,15,8,5,9,8
1501,6709,2161,15,8,5,9,8
1502,1717,1470,20,7,7,3,0
1504,4853,7648,3,1,6,10,18
1505,3941,2294,9,10,4,4,10
1505,5373,9347,9,10,4,4,10
1506,568,4354,7,9,4,0,15
1506,4729,2695,7,9,4,0,15
1506,5723,3742,7,9,4,0,15
1506,5765,6466,7,9,4,0,15
1507,4236,9191,1,0,2,11,2
1508,2362,6117,10,9,3,7,10
1509,3108,1081,5,5,8,11,8
1509,5828,3063,5,5,8,11,8
1510,4751,373,4,4,1,14,16
1510,6641,9371,4,4,1,14,16
1510,6821,6376,4,4,1,14,16
1512,4095,7029,18,8,10,4,16
1515,451,8545,20,4,1,3,18
1516,950,1726,16,7,0,4,13
1516,1601,1271,16,7,0,4,13
1516,1661,4216,16,7,0,4,13
1516,3606,9826,16,7,0,4,13
1516,6072,97,16,7,0,4,13
1518,893,5628,16,0,3,3,17
1518,5681,2921,16,0,3,3,17
1518,6031,1812,16,0,3,3,17
1519,1843,917,1,8,8,0,6
1519,5763,6609,1,8,8,0,6
1520,2599,9628,8,10,1,7,18
1522,4029,1244,5,6,9,11,20
1522,4069,5750,5,6,9,11,20
1522,6856,8722,5,6,9,11,20
1524,173,1890,0,8,0,0,3
1524,1104,253,0,8,0,0,3
1525,6932,4392,11,4,2,1,19
1526,374,6113,11,4,5,7,8
1526,603,1703,11,4,5,7,8
1526,906,3072,11,4,5,7,8
1527,3288,6622,14,1,10,0,9
1527,5784,2157,14,1,10,0,9
1529,356,6747,17,6,3,8,15
1529,541,5140,17,6,3,8,15
1529,2889,7515,17,6,3,8,15
1530,3094,3498,16,4,2,5,8
1530,4299,5020,16,4,2,5,8
1530,6348,3355,16,4,2,5,8
1531,980,4557,15,5,10,2,11
1531,1538,7465,15,5,10,2,11
1532,4570,6870,2,1,3,2,11
1532,5986,811,2,1,3,2,11
1533,3657,6029,0,1,8,13,13
1533,5378,7627,0,1,8,13,13
1536,2443,2045,6,0,6,3,10
1536,5445,8402,6,0,6,3,10
1537,1159,8663,17,10,6,14,3
1537,4951,6011,17,10,6,14,3
1537,5742,7267,17,10,6,14,3
1539,2473,5699,14,6,5,2,16
1539,6104,7316,14,6,5,2,16
1540,421,5024,17,3,8,10,7
1540,680,9237,17,3,8,10,7
1540,1833,720,17,3,8,10,7
1540,6198,7033,17,3,8,10,7
1541,6302,3164,11,2,1,7,10
1542,3987,4729,0,8,5,7,18
1543,1900,2675,19,5,4,5,13
1543,3463,4848,19,5,4,5,13
1544,594,8913,1,8,1,1,9
1544,3604,157,1,8,1,1,9
1544,6354,9322,1,8,1,1,9
1546,5342,7736,17,10,1,8,6
1546,6296,3232,17,10,1,8,6
1547,134,576,15,2,10,12,8
1548,6332,239,1,9,1,12,0
1551,1511,5,8,1,10,15,4
1553,8,3031,9,3,10,13,4
1553,5731,2001,9,3,10,13,4
1554,1408,2000,2,2,6,1,18
1554,3267,9401,2,2,6,1,18
1556,4817,2421,10,5,10,4,5
1557,6346,944,7,4,3,9,4
1558,2694,7215,19,8,10,4,16
1558,3608,6856,19,8,10,4,16
1558,5699,4738,19,8,10,4,16
1559,6077,8147,4,2,0,0,14
1561,2514,8202,14,9,6,3,8
1561,4422,2568,14,9,6,3,8
1562,4711,3244,8,9,6,0,20
1565,1969,8523,9,6,6,11,0
1565,3346,1125,9,6,6,11,0
1566,2181,6206,10,6,7,1,1
1567,240,1088,3,3,9,14,4
1567,2729,1288,3,3,9,14,4
1567,5226,6653,3,3,9,14,4
1568,101,4184,15,2,10,12,8
1568,931,6652,15,2,10,12,8
1569,612,1835,12,0,8,12,4
1569,3344,1258,12,0,8,12,4
1569,3664,1434,12,0,8,12,4
1569,3941,8421,12,0,8,12,4
1570,1514,7696,16,9,7,12,0
1571,125,6096,13,7,1,13,14
1571,3197,5330,13,7,1,13,14
1571,6271,5624,13,7,1,13,14
1572,4582,6102,4,10,1,5,0
1572,5306,7622,4,10,1,5,0
1573,4577,5362,1,6,2,11,15
1575,326,2587,7,1,7,9,17
1575,348,5184,7,1,7,9,17
1576,928,5683,11,7,3,9,7
1576,6407,4104,11,7,3,9,7
1577,1762,9284,14,6,6,14,14
1577,2623,6045,14,6,6,14,14
1578,1454,3762,11,1,9,15,12
1581,701,1078,15,10,6,0,12
1581,6626,9972,15,10,6,0,12
1582,3961,6860,4,9,3,15,7
1582,5037,7798,4,9,3,15,7
1582,5344,1116,4,9,3,15,7
1583,5961,522,19,1,10,15,2
1584,451,7495,5,10,0,9,1
1584,660,2770,5,10,0,9,1
1584,4752,3327,5,10,0,9,1
1585,2668,5548,16,10,3,5,15
1585,3176,6998,16,10,3,5,15
1585,6149,8750,16,10,3,5,15
1586,2900,2436,10,6,6,3,20
1586,6377,3906,10,6,6,3,20
1587,1817,6829,8,1,2,6,6
1588,34,3131,10,10,8,1,4
1588,4007,3150,10,10,8,1,4
1588,4182,6359,10,10,8,1,4
1588,5187,5578,10,10,8,1,4
1589,2513,5258,2,1,2,5,2
1589,4298,650,2,1,2,5,2
1590,1960,6750,20,6,6,0,17
1591,2628,5572,19,2,10,1,19
1591,3868,5381,19,2,10,1,19
1591,6752,9613,19,2,10,1,19
1592,387,818,2,3,0,5,8
1592,1210,8538,2,3,0,5,8
1592,6438,6777,2,3,0,5,8
1594,111,3773,4,8,8,13,15
1594,2176,4639,4,8,8,13,15
1595,6849,5408,0,6,8,11,1
1596,5532,4644,13,8,2,14,10
1596,5693,6523,13,8,2,14,10
1598,3675,6006,10,3,1,3,12
1599,1787,9096,1,9,7,1,16
1599,4165,9224,1,9,7,1,16
1600,2253,8961,13,5,3,7,10
1600,6418,47,13,5,3,7,10
1601,645,8297,10,7,2,14,15
1602,63,7687,2,1,1,14,3
1602,2775,9896,2,1,1,14,3
1603,697,7828,7,10,7,7,1
1605,203,6772,9,4,9,0,10
1605,4045,3728,9,4,9,0,10
1606,1049,7632,16,2,3,10,3
1606,4281,2809,16,2,3,10,3
1606,6392,7006,16,2,3,10,3
1607,621,8358,14,7,6,0,13
1608,4706,7994,14,7,6,0,13
1609,677,1566,0,1,6,10,7
1609,5412,3848,0,1,6,10,7
1611,2807,5283,20,9,7,3,3
1611,3196,9728,20,9,7,3,3
1611,3886,7127,20,9,7,3,3
1611,6347,5134,20,9,7,3,3
1612,996,9113,13,7,7,7,4
1613,584,824,4,4,5,4,2
1613,1829,6368,4,4,5,4,2
1613,5448,7107,4,4,5,4,2
1614,4155,1620,9,1,9,5,12
1614,4408,7136,9,1,9,5,12
1614,5073,6074,9,1,9,5,12
1616,1913,8562,18,8,2,13,13
1616,4037,8671,18,8,2,13,13
1616,4794,1493,18,8,2,13,13
1617,471,2901,20,9,6,0,8
1618,1719,9337,9,4,3,12,10
1618,2276,9825,9,4,3,12,10
1618,2761,4932,9,4,3,12,10
1619,101,7443,17,9,5,11,14
1619,645,2618,17,9,5,11,14
1621,1504,1956,11,5,1,3,2
1621,1656,6107,11,5,1,3,2
1622,489,6090,0,0,5,13,5
1623,3029,6853,7,7,1,4,20
1624,4498,6131,11,2,4,1,17
1626,4420,1482,9,9,0,9,12
1627,2000,778,14,9,8,9,7
1627,3636,3433,14,9,8,9,7
1627,4327,7710,14,9,8,9,7
1628,3185,4155,5,6,10,11,14
1629,4000,623,4,1,9,12,17
1629,4206,6515,4,1,9,12,17
1629,5583,5606,4,1,9,12,17
1630,1188,232,12,2,7,9,2
1630,2055,3088,12,2,7,9,2
1631,3669,246,1,4,9,6,17
1631,4982,4483,1,4,9,6,17
1631,5428,4777,1,4,9,6,17
1631,6014,2158,1,4,9,6,17
1632,504,5148,3,10,2,3,0
1632,3057,7526,3,10,2,3,0
1634,5949,6729,15,2,6,1,5
1634,6062,9585,15,2,6,1,5
1635,1527,4578,1,3,5,4,12
1635,1841,6630,1,3,5,4,12
1635,5313,5675,1,3,5,4,12
1636,6642,829,20,0,8,9,6
1639,1382,3716,7,1,4,11,10
1639,4338,4038,7,1,4,11,10
1640,3220,2682,5,9,8,12,15
1640,3673,9950,5,9,8,12,15
1640,6158,856,5,9,8,12,15
1641,4191,3431,7,10,10,1,6
1641,6813,3415,7,10,10,1,6
1642,470,4687,9,8,5,4,14
1642,1948,390,9,8,5,4,14
1642,2059,9406,9,8,5,4,14
1642,2316,5606,9,8,5,4,14
1644,4296,7517,17,6,6,10,2
1644,6107,8597,17,6,6,10,2
1645,1378,7361,10,0,5,8,14
1647,958,4022,5,7,1,4,15
1647,2948,1836,5,7,1,4,15
1648,4404,8673,3,7,6,8,17
1649,2060,2393,13,2,5,11,11
1650,3313,8974,9,7,0,8,9
1650,6015,848,9,7,0,8,9
1651,5302,2275,1,5,3,3,10
1652,610,582,3,9,6,5,1
1652,1062,5173,3,9,6,5,1
1652,4924,1977,3,9,6,5,1
1653,447,5779,8,2,3,0,0
1653,3484,1974,8,2,3,0,0
1654,862,5138,4,4,10,14,6
1654,2567,8841,4,4,10,14,6
1657,426,8206,19,2,10,0,15
1658,317,533,16,7,9,10,14
1659,3978,3310,8,7,8,12,10
1660,2033,8303,2,9,7,14,9
1660,5548,4766,2,9,7,14,9
1661,6746,4193,17,0,6,4,14
1662,3896,2793,6,5,10,9,7
1662,5193,7878,6,5,10,9,7
1663,1804,8962,0,9,9,5,10
1663,6544,3835,0,9,9,5,10
1665,1242,2653,17,2,9,7,19
1666,3261,7624,13,7,6,8,16
1666,4581,6119,13,7,6,8,16
1666,4597,7772,13,7,6,8,16
1667,773,4794,14,4,0,3,0
1667,1290,4226,14,4,0,3,0
1667,1873,8321,14,4,0,3,0
1668,2210,8909,10,0,2,1,8
1669,1081,4268,12,2,9,11,0
1669,2822,2944,12,2,9,11,0
1669,3078,4926,12,2,9,11,0
1670,4674,5616,2,5,0,13,2
1670,5943,1410,2,5,0,13,2
1671,6648,4649,2,0,10,10,2
1672,5008,9029,5,2,6,3,2
1673,732,5314,7,3,4,4,3
1673,1593,4245,7,3,4,4,3
1673,2084,3049,7,3,4,4,3
1673,6223,455,7,3,4,4,3
1674,160,8835,3,5,3,1,16
1674,1593,6550,3,5,3,1,16
1674,5357,6839,3,5,3,1,16
1676,5582,8097,7,5,3,9,15
1678,1193,4965,12,3,6,2,11
1678,1232,8915,12,3,6,2,11
1679,4884,126,6,2,7,7,5
1679,5409,2207,6,2,7,7,5
1680,744,2204,3,4,8,12,7
1680,4115,3640,3,4,8,12,7
1680,5069,5448,3,4,8,12,7
1681,6022,6279,3,6,4,7,16
1682,3096,5749,7,6,6,4,3
1683,1903,9319,0,7,10,15,1
1683,2001,7310,0,7,10,15,1
1683,3996,5938,0,7,10,15,1
1685,2968,4393,19,3,1,10,5
1685,6559,3256,19,3,1,10,5
1687,4064,640,10,10,3,5,15
1687,6491,1092,10,10,3,5,15
1689,5709,4089,7,1,9,1,9
1690,6230,8364,14,8,8,2,16
1691,1996,775,15,4,0,14,6
1691,4411,9535,15,4,0,14,6
1691,5484,5051,15,4,0,14,6
1692,2008,1374,7,6,3,3,16
1692,4537,8780,7,6,3,3,16
1692,6865,1198,7,6,3,3,16
1693,34,4036,3,1,10,14,17
1693,3770,6937,3,1,10,14,17
1694,2504,4642,18,1,2,4,6
1696,3236,625,17,4,9,10,15
1696,4817,8761,17,4,9,10,15
1697,4750,4124,10,1,4,7,9
1697,4820,754,10,1,4,7,9
1697,6077,4833,10,1,4,7,9
1698,246,3509,14,7,8,15,3
1698,4220,224,14,7,8,15,3
1699,1075,5887,6,9,6,6,18
1699,6666,186,6,9,6,6,18
1700,2317,7299,8,1,7,14,8
1700,2546,5390,8,1,7,14,8
1700,4741,9178,8,1,7,14,8
1701,702,1684,15,8,8,1,16
1704,22,1872,11,7,1,7,19
1704,1294,9151,11,7,1,7,19
1705,432,3199,8,5,10,12,6
1706,4285,8187,7,0,6,6,4
1706,4543,7082,7,0,6,6,4
1707,2840,1040,17,8,2,8,2
1707,3125,1421,17,8,2,8,2
1707,6366,6347,17,8,2,8,2
1710,1218,1210,20,10,8,2,7
1710,4293,8963,20,10,8,2,7
1711,2625,842,7,7,3,2,1
1711,3288,3106,7,7,3,2,1
1712,5332,4853,19,2,7,10,14
1713,603,1633,18,9,3,15,16
1715,1773,667,14,8,7,14,19
1715,3575,2546,14,8,7,14,19
1716,3242,4561,9,8,1,12,8
1716,5546,8763,9,8,1,12,8
1717,4210,9255,20,4,9,15,10
1717,4359,9316,20,4,9,15,10
1718,4010,503,14,3,4,14,14
1718,5436,8165,14,3,4,14,14
1719,1805,1753,15,6,9,3,0
1719,2653,9527,15,6,9,3,0
1720,2670,7873,16,0,3,8,20
1721,1296,6105,4,2,1,7,19
1723,3418,8864,11,3,2,9,4
1723,5302,3917,11,3,2,9,4
1724,1695,7980,11,4,10,2,4
1724,3369,5130,11,4,10,2,4
1724,4037,7038,11,4,10,2,4
1724,4772,9347,11,4,10,2,4
1725,518,560,0,7,9,13,18
1725,4181,9122,0,7,9,13,18
1726,3760,4683,11,7,9,8,10
1727,3139,7201,6,5,8,1,20
1727,4582,6257,6,5,8,1,20
1728,634,2083,11,10,9,11,9
1729,2854,1969,16,10,3,0,9
1730,1197,8943,4,0,3,14,19
1731,4632,4708,8,9,9,7,14
1732,5755,4336,5,0,3,5,13
1735,2623,6401,20,1,7,3,5
1735,3477,2941,20,1,7,3,5
1737,5230,5801,19,5,5,2,11
1739,2381,9607,3,8,0,0,9
1740,1324,7574,3,7,3,5,2
1740,2439,6650,3,7,3,5,2
1740,3554,2797,3,7,3,5,2
1741,2260,6124,2,0,9,6,10
1742,3445,1433,10,1,5,4,10
1744,1047,9786,4,8,1,14,5
1744,4337,642,4,8,1,14,5
1744,5383,1752,4,8,1,14,5
1745,2178,2648,14,4,6,9,14
1745,2451,3561,14,4,6,9,14
1745,4922,4089,14,4,6,9,14
1746,4250,9440,1,1,9,9,3
1748,5622,7298,16,9,0,15,5
1749,6894,7321,9,7,7,7,15
1751,695,3367,14,7,9,15,7
1751,5154,6362,14,7,9,15,7
1752,2079,5049,3,0,5,14,9
1752,3280,2875,3,0,5,14,9
1753,1154,2257,3,4,6,6,12
1753,2088,4101,3,4,6,6,12
1753,4598,3617,3,4,6,6,12
1754,1682,3576,6,10,6,7,15
1756,1139,6643,3,5,5,8,5
1757,3869,926,18,7,7,7,7
1757,6464,401,18,7,7,7,7
1758,2336,5800,10,8,4,0,12
1758,5512,5497,10,8,4,0,12
1760,928,3991,10,6,9,15,19
1763,561,7132,17,1,0,6,0
1763,1296,6053,17,1,0,6,0
1764,1493,2434,14,4,5,7,12
1764,3107,4638,14,4,5,7,12
1764,6924,1136,14,4,5,7,12
1765,540,8054,10,1,1,10,18
1765,3125,4601,10,1,1,10,18
1765,4145,1575,10,1,1,10,18
1766,3847,6880,0,1,3,0,0
1766,4306,2366,0,1,3,0,0
1766,5048,4289,0,1,3,0,0
1767,948,940,18,0,7,12,1
1767,5055,5205,18,0,7,12,1
1770,2383,6379,9,7,8,3,17
1770,3512,1829,9,7,8,3,17
1770,5220,392,9,7,8,3,17
1771,3345,7365,20,9,0,9,0
1772,6597,1174,3,8,0,5,10
1773,4911,3970,5,10,6,9,11
1773,5699,6543,5,10,6,9,11
1773,6810,2893,5,10,6,9,11
1775,4769,2045,18,5,2,8,13
1775,6849,3140,18,5,2,8,13
1776,3026,4208,0,6,6,3,20
1777,949,8386,13,0,6,0,13
1782,218,6514,6,5,3,1,15
1782,1393,6364,6,5,3,1,15
1782,3124,5759,6,5,3,1,15
1783,5024,2872,18,2,2,11,5
1783,6051,8487,18,2,2,11,5
1784,4331,8949,14,8,5,13,9
1786,5898,5623,11,10,1,2,8
1789,2173,1833,14,9,9,1,5
1789,5146,110,14,9,9,1,5
1789,6004,7371,14,9,9,1,5
1789,6376,1830,14,9,9,1,5
1791,806,3939,3,7,2,10,16
1791,5305,3438,3,7,2,10,16
1792,571,1444,1,3,7,8,20
1792,3428,8102,1,3,7,8,20
1792,5796,6694,1,3,7,8,20
1793,4283,5940,20,10,1,9,1
1795,4150,7773,17,5,10,1,14
1795,4314,8197,17,5,10,1,14
1796,2307,8564,6,7,5,14,13
1797,2219,4243,0,3,10,7,15
1798,2151,3365,17,8,2,4,0
1799,5306,5912,5,8,7,9,18
1800,1072,6256,2,3,3,0,8
1801,361,3458,18,3,8,12,3
1801,5440,6132,18,3,8,12,3
1802,1768,7828,14,10,10,12,15
1802,3507,2489,14,10,10,12,15
1804,2869,5151,17,5,4,13,4
1805,1320,7422,16,6,3,7,15
1806,3552,3954,10,9,6,10,4
1808,1931,4239,6,7,10,14,11
1808,3630,8847,6,7,10,14,11
1808,4820,1798,6,7,10,14,11
1809,1666,5286,1,7,9,7,20
1810,1235,7541,18,10,1,13,5
1810,1620,6875,18,10,1,13,5
1810,3603,2979,18,10,1,13,5
1810,3604,9899,18,10,1,13,5
1811,1489,9454,8,1,5,14,1
1811,4254,7655,8,1,5,14,1
1811,6074,5065,8,1,5,14,1
1812,4896,9630,15,8,0,11,9
1813,2450,5578,3,9,7,10,0
1814,3028,5701,19,8,1,6,15
1815,2051,8480,9,4,1,5,13
1815,6894,500,9,4,1,5,13
1817,500,2356,7,1,0,0,13
1817,746,8086,7,1,0,0,13
1817,4456,5364,7,1,0,0,13
1819,1235,9562,17,4,7,14,15
1819,2032,521,17,4,7,14,15
1819,5045,2569,17,4,7,14,15
1820,501,847,20,10,7,9,6
1820,2084,3419,20,10,7,9,6
1822,6236,4395,19,7,6,3,16
1824,1922,1125,5,10,2,14,2
1824,3958,5883,5,10,2,14,2
1824,4736,3940,5,10,2,14,2
1824,6385,1381,5,10,2,14,2
1825,1438,9024,10,8,8,6,13
1825,4477,9058,10,8,8,6,13
1827,864,4812,4,1,5,10,9
1828,5291,1973,3,2,4,6,20
1828,5760,4913,3,2,4,6,20
1830,2908,3483,18,6,10,15,4
1830,2927,7448,18,6,10,15,4
1830,6811,3762,18,6,10,15,4
1832,115,6786,19,1,6,0,19
1832,1332,1962,19,1,6,0,19
1832,3617,8383,19,1,6,0,19
1832,4076,6519,19,1,6,0,19
1833,1866,5854,6,1,7,13,17
1834,738,6216,8,7,7,6,3
1834,4764,5328,8,7,7,6,3
1835,3556,81,5,1,9,3,15
1835,6739,95,5,1,9,3,15
1837,356,8525,7,2,6,5,2
1837,1708,7920,7,2,6,5,2
1837,5311,6913,7,2,6,5,2
1838,3384,8054,10,2,1,6,18
1838,4245,1959,10,2,1,6,18
1838,6849,2733,10,2,1,6,18
1839,777,3585,13,4,8,2,5
1839,4579,1834,13,4,8,2,5
1839,6334,6792,13,4,8,2,5
1840,1796,7082,11,5,10,0,18
1841,3481,3389,15,10,5,11,10
1841,4209,4282,15,10,5,11,10
1842,926,6797,7,5,2,15,7
1842,1415,7069,7,5,2,15,7
1842,2733,3571,7,5,2,15,7
1843,1636,2527,19,6,4,13,16
1844,2878,3972,19,3,6,8,9
1844,4919,7663,19,3,6,8,9
1844,6424,7785,19,3,6,8,9
1845,547,8090,13,9,9,7,15
1847,2336,3211,6,0,6,4,14
1847,6801,4487,6,0,6,4,14
1848,1450,1655,4,4,4,7,10
1848,1638,4583,4,4,4,7,10
1848,2731,5943,4,4,4,7,10
1849,785,6130,3,4,8,12,19
1849,832,2006,3,4,8,12,19
1849,6532,5364,3,4,8,12,19
1850,3980,7715,12,2,5,15,16
1850,5408,526,12,2,5,15,16
1851,3282,1216,1,3,1,0,16
1851,3386,9764,1,3,1,0,16
1851,6149,9234,1,3,1,0,16
1852,920,6467,0,5,10,4,7
1853,3172,1431,19,6,8,0,16
1853,3669,4963,19,6,8,0,16
1853,3713,4778,19,6,8,0,16
1854,2797,5965,19,4,1,8,17
1854,3820,5781,19,4,1,8,17
1855,2496,9685,4,3,8,8,12
1855,5823,5338,4,3,8,8,12
1855,5998,925,4,3,8,8,12
1855,6404,59,4,3,8,8,12
1856,4780,4510,15,3,3,2,3
1857,1358,6857,17,8,6,6,5
1858,876,5713,7,1,5,6,16
1858,4378,9479,7,1,5,6,16
1859,5437,8235,7,2,7,6,14
1860,38,4543,0,5,2,7,19
1862,28,3481,14,7,9,15,13
1862,2241,4590,14,7,9,15,13
1866,2192,1138,7,0,6,7,3
1866,3355,129,7,0,6,7,3
1866,5210,5558,7,0,6,7,3
1867,2483,8241,14,8,5,3,0
1868,1965,6388,1,3,6,0,3
1868,3350,6501,1,3,6,0,3
1868,3502,413,1,3,6,0,3
1869,2262,8743,2,2,6,1,11
1870,3304,5778,9,5,0,14,18
1871,5965,7352,2,7,0,7,2
1873,925,9619,17,4,9,7,20
1873,1829,1421,17,4,9,7,20
1873,4056,4262,17,4,9,7,20
1873,6729,5523,17,4,9,7,20
1874,732,6032,11,3,7,10,2
1874,1098,1630,11,3,7,10,2
1874,1600,3684,11,3,7,10,2
1875,3046,7659,15,0,6,6,18
1875,3455,4362,15,0,6,6,18
1876,168,5218,5,4,3,11,7
1876,5485,6220,5,4,3,11,7
1876,6307,7010,5,4,3,11,7
1877,5318,1540,12,2,6,9,10
1878,3277,2183,13,7,7,0,19
1878,5120,3574,13,7,7,0,19
1879,208,8716,18,8,2,13,13
1879,5070,206,18,8,2,13,13
1880,3300,7092,19,9,6,2,7
1880,3593,8686,19,9,6,2,7
1880,3945,1315,19,9,6,2,7
1880,6274,2181,19,9,6,2,7
1881,4529,4310,8,1,2,9,3
1882,6053,4734,2,3,5,13,13
1887,2330,9838,13,6,9,3,9
1887,2786,3886,13,6,9,3,9
1887,3083,9552,13,6,9,3,9
1887,3911,8373,13,6,9,3,9
1887,4314,4855,13,6,9,3,9
1887,5743,4369,13,6,9,3,9
1888,502,6804,1,6,7,11,15
1888,3366,6507,1,6,7,11,15
1890,5424,1406,16,7,6,5,5
1891,439,9560,16,1,0,6,3
1891,4852,2619,16,1,0,6,3
1891,5341,8540,16,1,0,6,3
1891,6516,9435,16,1,0,6,3
1891,6849,1234,16,1,0,6,3
1893,103,924,5,8,8,15,5
1893,4901,1912,5,8,8,15,5
1893,5310,9837,5,8,8,15,5
1894,4390,4411,9,4,6,6,5
1895,4262,873,10,0,5,10,13
1896,1191,7106,13,4,0,5,20
1897,5841,8278,7,5,5,1,8
1898,2125,9153,3,9,6,7,9
1900,2444,8252,9,4,9,9,0
1901,536,7988,8,10,0,15,20
1902,2809,4757,8,9,2,0,4
1902,6563,5203,8,9,2,0,4
1903,2546,8832,12,6,4,10,6
1904,1159,6397,10,8,4,9,9
1904,6182,9882,10,8,4,9,9
1905,3221,5466,5,10,9,3,1
1905,5397,498,5,10,9,3,1
1906,5583,1135,19,7,0,9,12
1907,758,7642,3,0,6,5,15
1908,6296,1696,20,6,6,15,15
1909,663,8062,3,4,6,6,12
1909,3494,3204,3,4,6,6,12
1910,437,4107,1,1,7,8,7
1910,1561,446,1,1,7,8,7
1910,4623,4084,1,1,7,8,7
1910,6922,4562,1,1,7,8,7
1911,1052,7012,13,10,8,14,8
1911,5042,1843,13,10,8,14,8
1912,875,4702,1,4,1,11,9
1912,4696,1202,1,4,1,11,9
1913,3849,7596,18,7,0,0,17
1913,5390,8011,18,7,0,0,17
1914,2819,4962,1,2,3,3,12
1914,6588,1542,1,2,3,3,12
1915,78,3061,0,10,5,5,20
1915,1214,7643,0,10,5,5,20
1915,2902,3017,0,10,5,5,20
1917,3171,7658,15,0,8,0,18
1917,6344,6500,15,0,8,0,18
1918,391,5141,19,0,8,10,12
1918,1907,7659,19,0,8,10,12
1918,2643,5270,19,0,8,10,12
1918,3152,9010,19,0,8,10,12
1918,4043,3833,19,0,8,10,12
1918,5401,7556,19,0,8,10,12
1919,4961,528,19,6,3,6,20
1919,5369,7725,19,6,3,6,20
1920,2333,4662,16,10,2,0,1
1921,3187,8891,5,2,10,6,2
1921,5448,5565,5,2,10,6,2
1923,4176,655,6,5,10,9,7
1923,5704,8549,6,5,10,9,7
1924,5917,3116,6,10,2,0,0
1924,6077,3815,6,10,2,0,0
1925,4216,7873,8,9,3,0,8
1926,3949,7009,9,5,5,10,4
1927,3671,980,15,1,4,10,15
1928,2572,1058,8,0,6,1,6
1928,4906,5563,8,0,6,1,6
1933,2814,4312,5,2,3,7,19
1933,4126,3942,5,2,3,7,19
1933,4542,6640,5,2,3,7,19
1934,4451,7720,1,6,4,3,14
1935,4125,6895,14,1,0,11,2
1935,5671,218,14,1,0,11,2
1938,3624,4897,8,2,8,10,6
1938,5898,6688,8,2,8,10,6
1939,1755,5769,0,9,7,2,10
1940,1170,6116,3,8,0,0,9
1941,3884,3559,15,4,7,11,12
1941,3960,4594,15,4,7,11,12
1942,1481,4953,1,7,5,3,6
1942,4245,7168,1,7,5,3,6
1944,3844,9598,7,0,6,7,3
1945,4084,4010,3,5,2,13,19
1945,6381,5427,3,5,2,13,19
1946,2679,81,1,5,3,3,10
1946,4023,6906,1,5,3,3,10
1947,602,2735,17,2,8,1,16
1947,2153,9018,17,2,8,1,16
1951,697,9144,16,0,1,12,6
1951,1498,6105,16,0,1,12,6
1951,3962,6710,16,0,1,12,6
1952,3185,9450,18,0,9,2,0
1953,1087,7040,11,9,4,5,11
1954,2136,6034,20,6,6,7,10
1954,3301,8041,20,6,6,7,10
1955,6405,2955,2,4,1,5,14
1958,380,4387,17,3,4,15,9
1960,3025,8632,16,0,3,11,10
1961,5228,3191,17,2,8,1,16
1961,5247,7853,17,2,8,1,16
1962,5863,1459,17,9,8,8,8
1963,6091,3277,12,3,3,3,12
1964,4554,2952,0,7,9,15,0
1964,5620,1097,0,7,9,15,0
1965,4540,7953,17,6,3,15,7
1968,1596,5746,2,1,9,14,19
1968,6347,1350,2,1,9,14,19
1968,6781,7272,2,1,9,14,19
1969,463,4348,19,0,4,5,17
1970,1086,8199,5,10,5,9,12
1970,1382,9866,5,10,5,9,12
